taxid	domain	phylum	class	order	family	genus	species	CRR119890_read_counts	CRR119890_perc_of_reads	CRR119891_read_counts	CRR119891_perc_of_reads	CRR119892_read_counts	CRR119892_perc_of_reads	CRR119893_read_counts	CRR119893_perc_of_reads	CRR125445_read_counts	CRR125445_perc_of_reads	CRR125446_read_counts	CRR125446_perc_of_reads
46680	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas nitroreducens	0	0	0	0	1	4.84E-05	0	0	0	0	2	0.000136597
46867	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium chauvoei	11	0.000534866	24	0.00116956	13	0.000629465	7	0.000391993	8	0.000737681	9	0.000614689
46913	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	NA	0	0	0	0	0	0	0	0	3	0.000276631	2	0.000136597
47420	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	NA	1	4.86E-05	1	4.87E-05	1	4.84E-05	1	5.60E-05	1	9.22E-05	3	0.000204896
47466	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi	4	0.000194497	7	0.000341122	2	9.68E-05	1	5.60E-05	15	0.001383153	3	0.000204896
47490	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales Family III. Incertae Sedis	Thermoanaerobacterium	Thermoanaerobacterium aotearoense	0	0	0	0	1	4.84E-05	1	5.60E-05	0	0	0	0
47671	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia mirabilis	5	0.000243121	0	0	2	9.68E-05	3	0.000167997	2	0.00018442	3	0.000204896
47678	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
47715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lacticaseibacillus	Lactobacillus rhamnosus	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
47716	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces olivaceus	6	0.000291745	7	0.000341122	21	0.001016829	23	0.001287978	10	0.000922102	20	0.001365975
47735	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi	0	0	0	0	1	4.84E-05	0	0	2	0.00018442	0	0
47763	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	35	0.001701847	21	0.001023365	45	0.002178918	36	0.002015965	44	0.004057248	100	0.006829873
47770	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus crispatus	0	0	0	0	0	0	0	0	2	0.00018442	1	6.83E-05
47857	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora echinaurantiaca	3	0.000145873	1	4.87E-05	2	9.68E-05	4	0.000223996	3	0.000276631	7	0.000478091
47858	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora echinofusca	11	0.000534866	5	0.000243658	10	0.000484204	7	0.000391993	40	0.003688407	84	0.005737094
47865	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora inositola	2	9.72E-05	1	4.87E-05	3	0.000145261	1	5.60E-05	10	0.000922102	10	0.000682987
47872	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	Micromonospora purpureochromogenes	1	4.86E-05	0	0	2	9.68E-05	1	5.60E-05	8	0.000737681	15	0.001024481
47878	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas azotoformans	9	0.000437618	16	0.000779707	11	0.000532624	14	0.000783987	2	0.00018442	2	0.000136597
47879	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas corrugata	5	0.000243121	5	0.000243658	16	0.000774726	8	0.000447992	13	0.001198732	13	0.000887884
47883	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas synxantha	5	0.000243121	2	9.75E-05	7	0.000338943	3	0.000167997	8	0.000737681	2	0.000136597
47884	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas taetrolens	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
47885	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas oryzihabitans	6	0.000291745	5	0.000243658	0	0	5	0.000279995	4	0.000368841	6	0.000409792
47886	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas luteola	4	0.000194497	0	0	3	0.000145261	3	0.000167997	3	0.000276631	0	0
47917	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia fonticola	2	9.72E-05	1	4.87E-05	0	0	1	5.60E-05	1	9.22E-05	0	0
47951	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio cyclitrophicus	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
47960	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Thioalkalibacteraceae	Guyparkeria	Guyparkeria halophila	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
48003	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pullorum	2	9.72E-05	0	0	2	9.68E-05	0	0	3	0.000276631	12	0.000819585
48074	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Microbulbiferaceae	Microbulbifer	Microbulbifer hydrolyticus	0	0	0	0	0	0	1	5.60E-05	0	0	4	0.000273195
48296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter pittii	9	0.000437618	5	0.000243658	8	0.000387363	10	0.00055999	12	0.001106522	39	0.002663651
48558	Eukaryota	Ascomycota	Sordariomycetes	Magnaporthales	Pyriculariaceae	Pyricularia	NA	0	0	0	0	1	4.84E-05	2	0.000111998	0	0	0	0
48664	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas fragariae	2	9.72E-05	0	0	0	0	1	5.60E-05	0	0	0	0
48665	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridifaciens	0	0	0	0	0	0	0	0	3	0.000276631	3	0.000204896
48736	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA	1	4.86E-05	5	0.000243658	4	0.000193682	2	0.000111998	9	0.000829892	9	0.000614689
49283	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus thiaminolyticus	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
49319	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter xylanophilus	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	1	6.83E-05
49338	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacterium	Desulfitobacterium hafniense	0	0	0	0	1	4.84E-05	0	0	0	0	1	6.83E-05
49546	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA	7	0.000340369	9	0.000438585	16	0.000774726	12	0.000671988	32	0.002950726	23	0.001570871
50290	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
50340	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fuscovaginae	0	0	0	0	0	0	0	0	0	0	2	0.000136597
50719	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio diabolicus	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	2	0.000136597
51049	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus indolicus	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
51101	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus agri	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
51173	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Ureibacillus	Ureibacillus thermosphaericus	0	0	1	4.87E-05	1	4.84E-05	2	0.000111998	3	0.000276631	1	6.83E-05
51515	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum	0	0	2	9.75E-05	0	0	3	0.000167997	3	0.000276631	2	0.000136597
51589	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Haloarcula	Haloarcula hispanica	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
51663	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus damnosus	1	4.86E-05	0	0	0	0	0	0	0	0	0	0
51664	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus dextrinicus	2	9.72E-05	6	0.00029239	6	0.000290522	7	0.000391993	0	0	0	0
51665	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus urinaeequi	0	0	0	0	0	0	2	0.000111998	0	0	1	6.83E-05
51668	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	NA	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
51669	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus halophilus	9	0.000437618	17	0.000828438	17	0.000823147	7	0.000391993	34	0.003135146	23	0.001570871
52584	Bacteria	Spirochaetes	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli	5	0.000243121	12	0.00058478	4	0.000193682	3	0.000167997	8	0.000737681	6	0.000409792
52604	Bacteria	Cyanobacteria	NA	Pleurocapsales	NA	NA	NA	0	0	0	0	0	0	0	0	2	0.00018442	0	0
52771	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces howellii	0	0	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
52774	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces slackii	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
52972	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas	NA	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
53246	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA	14	0.000680739	8	0.000389853	12	0.000581045	11	0.000615989	3	0.000276631	6	0.000409792
53335	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	NA	19	0.00092386	14	0.000682243	20	0.000968408	16	0.000895985	2	0.00018442	3	0.000204896
53344	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus delphini	0	0	1	4.87E-05	0	0	0	0	0	0	1	6.83E-05
53345	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus durans	2	9.72E-05	6	0.00029239	5	0.000242102	1	5.60E-05	27	0.002489675	24	0.00163917
53346	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii	3	0.000145873	4	0.000194927	4	0.000193682	3	0.000167997	3	0.000276631	3	0.000204896
53358	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangium	Intrasporangium calvum	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
53376	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium heidelbergense	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
53387	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Friedmanniella	NA	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
53407	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas asplenii	1	4.86E-05	0	0	0	0	1	5.60E-05	0	0	0	0
53408	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citronellolis	0	0	2	9.75E-05	1	4.84E-05	1	5.60E-05	4	0.000368841	1	6.83E-05
53442	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium callanderi	3	0.000145873	1	4.87E-05	5	0.000242102	2	0.000111998	0	0	0	0
53444	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Lactobacillus lindneri	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
53457	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	NA	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
53458	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter	Janibacter limosus	1	4.86E-05	1	4.87E-05	0	0	1	5.60E-05	11	0.001014312	0	0
53462	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycolicibacterium	Mycolicibacterium mageritense	1	4.86E-05	0	0	1	4.84E-05	0	0	35	0.003227356	67	0.004576015
53558	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma edwardii	29	0.001410102	25	0.001218292	25	0.00121051	25	0.001399976	8	0.000737681	7	0.000478091
54005	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus harei	0	0	1	4.87E-05	1	4.84E-05	1	5.60E-05	3	0.000276631	3	0.000204896
54006	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus ivorii	0	0	2	9.75E-05	0	0	0	0	4	0.000368841	0	0
54291	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Raoultella	Raoultella ornithinolytica	1	4.86E-05	0	0	2	9.68E-05	1	5.60E-05	6	0.000553261	8	0.00054639
54388	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0	0	0	0	0	0	1	5.60E-05	0	0	1	6.83E-05
54571	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	124	0.006029401	84	0.00409346	120	0.005810449	113	0.006327891	144	0.013278265	193	0.013181656
54736	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella bongori	0	0	0	0	1	4.84E-05	3	0.000167997	1	9.22E-05	1	6.83E-05
54913	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus formosus	1	4.86E-05	0	0	1	4.84E-05	0	0	0	0	0	0
55080	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	NA	2	9.72E-05	0	0	1	4.84E-05	0	0	1	9.22E-05	0	0
55211	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Erwinia	Erwinia persicina	2	9.72E-05	1	4.87E-05	3	0.000145261	1	5.60E-05	0	0	2	0.000136597
55508	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium agaricidamnosum	1	4.86E-05	2	9.75E-05	2	9.68E-05	1	5.60E-05	3	0.000276631	0	0
55510	Viruses	Uroviricota	Caudoviricetes	Caudovirales	Herelleviridae	Twortvirus	Staphylococcus virus Twort	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
55518	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Magnetospirillum	Magnetospirillum gryphiswaldense	6	0.000291745	2	9.75E-05	10	0.000484204	1	5.60E-05	1	9.22E-05	2	0.000136597
55529	Eukaryota	NA	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Guillardia	Guillardia theta	0	0	0	0	0	0	1	5.60E-05	1	9.22E-05	3	0.000204896
55583	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	Dehalobacter restrictus	0	0	0	0	0	0	0	0	1	9.22E-05	0	0
55601	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio anguillarum	1	4.86E-05	0	0	0	0	0	0	3	0.000276631	1	6.83E-05
55779	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Moorella	Moorella glycerini	1	4.86E-05	1	4.87E-05	2	9.68E-05	0	0	1	9.22E-05	0	0
55968	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter	NA	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
56107	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Cylindrospermum	Cylindrospermum stagnale	3	0.000145873	0	0	0	0	1	5.60E-05	3	0.000276631	4	0.000273195
56110	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria acuminata	1	4.86E-05	3	0.000146195	0	0	2	0.000111998	0	0	5	0.000341494
56112	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacter	NA	0	0	0	0	0	0	2	0.000111998	0	0	0	0
56448	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas arboricola	0	0	1	4.87E-05	1	4.84E-05	0	0	0	0	0	0
56453	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas cucurbitae	7	0.000340369	4	0.000194927	7	0.000338943	12	0.000671988	0	0	1	6.83E-05
56454	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas hortorum	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
56455	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas hyacinthi	4	0.000194497	1	4.87E-05	0	0	5	0.000279995	4	0.000368841	7	0.000478091
56458	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas sacchari	1	4.86E-05	2	9.75E-05	0	0	4	0.000223996	0	0	3	0.000204896
56459	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas vasicola	1	4.86E-05	0	0	0	0	1	5.60E-05	0	0	0	0
56460	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas vesicatoria	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
56646	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium venenatum	91	0.004424802	65	0.003167558	77	0.003728371	109	0.006103895	64	0.005901451	114	0.007786056
56688	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum	NA	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
56730	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium gallicum	13	0.000632115	6	0.00029239	8	0.000387363	3	0.000167997	5	0.000461051	12	0.000819585
56780	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	1	4.86E-05	0	0	2	9.68E-05	3	0.000167997	2	0.00018442	0	0
56947	Viruses	NA	NA	NA	Baculoviridae	Betabaculovirus	Choristoneura fumiferana granulovirus	2	9.72E-05	0	0	0	0	5	0.000279995	1	9.22E-05	3	0.000204896
57480	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Microvirgula	Microvirgula aerodenitrificans	0	0	0	0	0	0	1	5.60E-05	2	0.00018442	8	0.00054639
57493	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria	NA	0	0	1	4.87E-05	0	0	1	5.60E-05	3	0.000276631	1	6.83E-05
57665	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	NA	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
57678	Bacteria	Spirochaetes	Spirochaetia	Leptospirales	Leptospiraceae	Leptospira	Leptospira interrogans	0	0	0	0	0	0	0	0	1	9.22E-05	1	6.83E-05
57704	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Tsukamurellaceae	Tsukamurella	Tsukamurella tyrosinosolvens	0	0	0	0	0	0	3	0.000167997	8	0.000737681	2	0.000136597
57975	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia thailandensis	17	0.000826611	21	0.001023365	32	0.001549453	34	0.001903967	9	0.000829892	28	0.001912365
58049	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia	Colwellia sp. MT41	3	0.000145873	1	4.87E-05	2	9.68E-05	1	5.60E-05	1	9.22E-05	0	0
58340	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lavendulae	30	0.001458726	20	0.000974633	39	0.001888396	37	0.002071964	35	0.003227356	53	0.003619833
58346	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces platensis	2	9.72E-05	7	0.000341122	4	0.000193682	8	0.000447992	3	0.000276631	9	0.000614689
59201	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	0	0	3	0.000146195	2	9.68E-05	2	0.000111998	5	0.000461051	4	0.000273195
59374	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
59376	Viruses	NA	NA	NA	Baculoviridae	Alphabaculovirus	Ectropis obliqua nucleopolyhedrovirus	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
59505	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum schaalii	0	0	0	0	1	4.84E-05	1	5.60E-05	0	0	0	0
59732	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA	5	0.000243121	2	9.75E-05	6	0.000290522	5	0.000279995	8	0.000737681	4	0.000273195
59737	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter iranicus	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
59748	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Candidatus Phytoplasma	Candidatus Phytoplasma australiense	2	9.72E-05	0	0	1	4.84E-05	2	0.000111998	5	0.000461051	4	0.000273195
59814	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea dispersa	18	0.000875236	16	0.000779707	37	0.001791555	27	0.001511974	2	0.00018442	5	0.000341494
59919	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	1	4.86E-05	1	4.87E-05	0	0	4	0.000223996	0	0	2	0.000136597
59932	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8101	0	0	0	0	0	0	1	5.60E-05	0	0	0	0
60481	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MR-7	14	0.000680739	6	0.00029239	6	0.000290522	10	0.00055999	2	0.00018442	2	0.000136597
60519	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus graminis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
60520	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactobacillus paraplantarum	0	0	1	4.87E-05	0	0	0	0	0	0	0	0
60548	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Paraburkholderia	Paraburkholderia graminis	1	4.86E-05	2	9.75E-05	2	9.68E-05	1	5.60E-05	1	9.22E-05	6	0.000409792
60550	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia pyrrocinia	2	9.72E-05	2	9.75E-05	1	4.84E-05	4	0.000223996	2	0.00018442	0	0
60552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	55	0.002674331	28	0.001364487	115	0.005568347	190	0.010639817	29	0.002674095	35	0.002390456
60890	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis	0	0	0	0	0	0	0	0	0	0	1	6.83E-05
61015	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus succinus	0	0	3	0.000146195	3	0.000145261	1	5.60E-05	1	9.22E-05	1	6.83E-05
61435	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	2	9.72E-05	0	0	0	0	0	0	0	0	0	0
61624	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus mucilaginosus	0	0	0	0	1	4.84E-05	0	0	0	0	0	0
61635	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma brassicae	2	9.72E-05	0	0	0	0	1	5.60E-05	1	9.22E-05	0	0
61645	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	Enterobacter asburiae	0	0	0	0	1	4.84E-05	2	0.000111998	1	9.22E-05	4	0.000273195
61646	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Lelliottia	Lelliottia amnigena	2	9.72E-05	2	9.75E-05	0	0	0	0	1	9.22E-05	0	0
61647	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	Pluralibacter gergoviae	0	0	1	4.87E-05	0	0	0	0	0	0	1	6.83E-05
